,age,personality1,personality2,personality3,personality4,personality5,personality6,personality7,personality9,personality10,game_categorical,gender_female,gender_male,region_A,region_B,region_C,region_D,region_E,horoscope_Aquarius,horoscope_Aries,horoscope_Cancer,horoscope_Capricorn,horoscope_Gemini,horoscope_Leo,horoscope_Libra,horoscope_Pisces,horoscope_Sagittarius,horoscope_Scorpio,horoscope_Taurus,horoscope_Virgo
19498,18,0.1027,0.9406,0.2194,1.8491,0.4252,1.5361,0.1171,0.4601,0.8705,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19499,12,0.4375,1.3073,0.7952,2.1421,0.2688,0.946,0.0957,0.7301,0.5154,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19500,20,0.5928,1.245,1.3678,0.5809,0.3503,0.7327,0.0098,0.625,1.0566,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19501,32,0.7501,1.079,0.8619,0.2344,0.3799,1.4443,0.0358,1.2339,0.9416,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19502,18,1.2403,1.4274,1.621,2.0128,0.1371,1.0698,0.4364,1.0921,0.6568,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19503,34,0.9703,0.6908,0.8451,0.8834,1.7303,0.6537,0.7631,0.8773,0.9963,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
19504,37,1.0142,1.1625,1.8305,1.8858,1.4617,1.2112,0.1917,1.0309,0.2653,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19505,38,1.0866,0.986,0.277,0.9332,1.0756,1.0223,0.6533,0.6845,0.9115,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19506,17,0.9953,1.3567,0.5405,1.7676,0.1199,1.8244,0.5521,1.025,1.1023,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19507,24,1.6045,1.4109,1.047,2.2432,0.4462,0.8304,0.8491,0.9742,0.989,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19508,30,0.8958,1.1765,0.5876,1.1128,0.2556,0.7651,0.5898,0.6903,1.1296,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19509,26,1.2357,1.2927,0.8694,1.0375,0.3837,0.6699,0.494,0.8221,0.6261,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19510,31,0.3634,0.762,1.0133,1.9507,0.9978,1.4877,0.7072,1.2211,1.2257,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19511,22,0.9066,0.7579,1.1691,0.6587,0.0368,1.3202,0.8692,1.6646,0.6693,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19512,33,1.5538,0.9036,0.71,1.8948,0.4286,1.0185,0.8419,0.289,0.9129,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19513,36,0.8986,0.7661,0.6163,0.9331,0.7891,1.2266,0.5273,1.8643,1.2427,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19514,28,1.1454,1.0443,0.9127,1.1432,0.8602,0.6427,0.0454,1.1876,0.7442,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19515,31,0.876,1.4672,0.8864,0.6398,0.108,0.7856,0.8266,0.5295,1.627,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19516,25,1.0627,0.6008,1.6893,1.0068,0.0391,0.5074,0.0806,0.3461,1.0485,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19517,37,0.6387,0.93,1.4168,1.7407,0.2994,1.0833,0.3872,0.8752,1.0811,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19518,19,0.4608,0.9861,0.8201,2.8751,0.4436,1.2749,0.7805,0.5609,0.6905,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19519,38,1.1418,1.0863,0.2668,0.8829,1.415,0.9496,0.2117,1.2133,1.4054,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19520,11,1.0842,0.4604,1.4931,1.0102,0.2325,0.8268,0.876,1.5227,1.6904,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19521,26,0.5644,0.9683,1.2253,2.0382,0.5471,1.282,0.9142,0.96,0.9511,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19522,14,1.7559,1.0211,0.3357,1.3786,0.0,1.425,0.2524,1.2433,0.8075,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19523,20,1.3855,1.0972,1.4387,0.5229,0.6096,1.6051,0.8266,0.4847,1.7629,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19524,23,0.8389,0.7136,1.4768,1.9827,0.5003,0.2063,0.0309,0.5337,0.5134,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19525,36,1.025,0.8536,1.39,2.5085,0.5178,1.5664,0.4278,1.1466,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19526,27,1.0936,0.968,0.5667,0.7008,0.6408,1.4314,0.3554,0.7733,0.4924,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19527,15,1.0161,1.4652,1.0945,1.2994,0.2975,1.2261,0.591,0.8961,1.3463,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19528,23,0.765,1.1427,1.1115,0.8667,0.6978,0.4762,0.032,0.9184,0.9889,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19529,16,1.1967,1.1889,1.1695,0.3023,0.0301,1.3176,0.4904,1.6246,1.2176,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19530,34,1.2865,0.9906,1.2068,1.1081,0.8771,1.1276,0.766,0.4087,0.6826,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19531,33,1.3449,0.8149,1.077,2.2658,0.0,1.132,0.489,1.1855,0.9551,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19532,35,0.9252,0.9572,1.6055,0.7352,0.4391,0.3535,0.4973,0.3546,0.2726,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19533,18,0.8709,1.1667,1.0355,0.4045,0.5696,0.5632,0.3946,0.1752,1.8259,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19534,24,1.2166,1.0215,1.0269,1.3088,0.2097,0.7704,0.2547,0.8403,0.6723,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19535,11,1.3202,0.9784,1.1993,2.4009,0.3617,0.8772,0.6584,0.4509,1.4288,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19536,32,0.6522,0.7425,0.7715,1.8162,1.0178,0.5128,0.3692,1.2947,0.6515,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19537,28,2.1402,0.9144,1.5755,2.3297,0.0791,0.9818,0.9663,1.044,0.8859,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19538,21,1.2745,0.9788,1.0365,0.8071,0.6607,1.0798,0.2654,0.6025,0.7237,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19539,31,1.4521,1.3674,1.1727,1.672,1.0957,0.7593,0.4951,1.2173,1.7056,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19540,36,1.0059,1.2112,1.0462,2.3263,0.4932,1.7413,0.9456,0.4659,0.5572,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19541,39,0.5921,1.4033,1.1032,2.2301,0.0473,0.6786,0.3418,1.8217,0.5617,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19542,39,0.5111,1.7148,1.5051,1.9249,1.3515,0.8108,0.4066,1.5158,0.6559,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19543,25,0.765,0.7034,1.3037,1.4928,0.4364,1.0459,0.8269,0.7114,0.6263,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19544,30,0.0683,0.5474,1.8668,2.4773,0.4547,1.5443,0.182,0.8887,0.3015,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19545,34,0.5549,0.7737,0.5463,1.8577,1.359,0.1296,0.7925,1.6831,1.0063,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19546,21,1.3925,1.2313,0.8437,0.8713,0.4994,0.9835,0.693,0.2458,0.0979,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
19547,30,0.7521,1.0232,1.6766,2.3627,0.0,0.4229,0.374,1.2069,1.4885,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
19548,10,0.9562,1.3754,1.5093,2.1171,0.2559,1.4747,0.0929,0.8727,1.6692,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19549,23,1.5599,1.5423,1.6352,0.4014,0.3249,0.9957,0.2388,0.4614,1.5082,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19550,12,0.6616,0.7288,1.2821,2.7397,0.1657,0.6729,0.4281,1.0873,1.43,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19551,38,1.7709,1.3048,0.7276,1.2302,1.1044,0.8788,0.2058,0.7566,1.2156,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19552,35,1.3076,0.6253,1.8066,0.736,0.5274,1.2591,0.3149,1.4539,1.1596,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19553,19,0.8613,1.0544,1.0946,1.2289,0.4366,1.6155,0.1276,1.1944,0.5705,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19554,10,0.7711,1.1553,1.1066,2.0685,0.1684,0.4172,0.1791,0.7426,0.8815,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
19555,39,0.7439,1.3568,0.6496,1.7481,0.4642,0.0,0.7801,0.6278,0.6965,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19556,32,1.1224,1.3098,0.482,1.3283,0.3802,1.8128,0.9534,1.965,0.9271,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19557,15,1.0461,0.9987,0.9646,0.9494,0.4868,1.2205,0.665,1.3782,1.6119,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19558,27,1.272,1.2447,1.2967,2.5563,0.7505,1.1642,0.0855,1.3842,0.4004,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19559,24,1.0684,0.8262,0.7984,1.5989,0.0,0.7662,0.6293,0.3672,1.2918,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19560,16,1.8484,0.9455,1.1289,2.4093,0.337,1.26,0.6035,1.0967,1.0771,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19561,33,0.7467,1.525,0.9333,0.7077,1.4686,0.1209,0.362,0.8752,1.2722,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19562,14,0.7912,1.3603,0.5831,1.0519,0.0226,0.5325,0.7366,1.3751,1.0019,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19563,34,1.4215,0.6061,0.9438,2.2118,0.2276,1.3782,0.275,1.2802,1.0529,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19564,31,1.3374,1.5165,1.1013,0.3928,0.3685,0.7854,0.7596,0.741,0.5341,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19565,23,1.1722,0.2392,0.4763,1.1449,0.3879,0.9302,0.6115,1.524,0.3069,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19566,27,0.735,1.2705,1.0401,1.1626,0.0,0.4792,0.8483,0.7753,0.5719,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19567,31,1.0882,1.0869,0.4623,1.5691,0.9353,0.5699,0.4508,0.7919,1.3023,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19568,32,1.3131,1.5937,1.4548,0.9789,0.4969,0.7838,0.8702,1.016,1.7192,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19569,11,0.8038,0.517,1.1808,2.3286,0.0,0.6762,0.4273,1.4621,1.6811,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19570,24,0.9679,0.9781,1.1409,2.5416,0.593,0.8312,0.5261,1.5079,0.6093,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19571,16,0.9032,1.1983,0.6152,1.2024,0.5107,1.7021,0.3324,0.4369,1.1877,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19572,39,1.1136,1.1442,0.9915,1.52,0.9201,0.7777,0.7763,1.6335,1.7062,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19573,34,1.1807,1.4455,1.038,1.9382,1.1282,1.0135,0.3744,1.2484,1.0158,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
19574,26,1.1775,1.023,0.8635,1.9471,0.999,0.9542,0.7437,1.8268,1.078,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19575,24,0.4724,0.6975,0.5766,0.9347,0.892,0.8145,0.6408,0.8883,0.7635,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19576,16,0.9958,1.1166,0.9672,1.1236,0.143,1.6012,0.4837,1.4886,1.5,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19577,31,0.0,1.2124,0.8149,1.0347,0.6237,0.7604,0.7285,1.1088,1.0115,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19578,24,0.4218,1.1875,0.7234,2.5185,0.6026,0.7928,0.0323,1.1005,1.3741,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19579,36,1.2415,1.2848,1.0844,2.5585,1.0285,1.5427,0.0347,0.3243,1.0766,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19580,34,1.3512,0.8934,0.9652,0.5684,0.5381,1.1211,0.5339,0.5468,1.3671,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19581,17,0.6559,1.2,1.5457,0.9435,0.4665,1.1563,0.1112,1.2227,1.2151,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19582,30,1.1763,1.3983,1.3829,1.2693,0.1049,1.1036,0.3941,0.4654,1.4535,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19583,19,0.3583,0.734,1.1111,0.9751,0.0821,0.4846,0.9722,1.4317,1.1546,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19584,30,0.8564,1.1484,1.3065,2.4546,0.5618,0.1134,0.1384,1.3215,0.9874,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19585,25,1.2345,0.6813,0.7038,2.1638,0.0124,1.4606,0.5147,0.5505,0.2641,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19586,12,1.093,0.749,1.2147,2.2284,0.0921,0.6792,0.5012,1.0521,0.7197,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19587,28,1.5175,1.2399,0.5688,1.782,0.8185,0.7015,0.5067,0.8638,1.2421,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19588,29,1.1122,1.0097,1.442,0.9749,0.6419,1.1877,0.5932,0.7109,1.1702,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19589,20,0.7401,0.6572,0.3776,2.3703,1.1766,0.7189,0.2246,0.7603,1.4382,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19590,17,0.4127,1.4444,0.9932,0.0,0.2087,0.9813,0.36,1.0301,0.6935,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19591,19,1.1335,1.3977,1.1116,1.2807,0.1421,0.8288,0.9199,0.4294,0.7611,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19592,28,0.6756,0.7026,1.1235,1.1955,0.6233,0.9606,0.7857,1.487,0.9288,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19593,33,1.1095,1.3681,1.229,1.4773,1.6716,0.6314,0.4273,1.5757,0.9217,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19594,37,0.3409,0.6061,0.8307,0.5413,1.7437,0.7452,0.5655,1.0482,1.4681,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19595,10,1.1515,1.1221,0.3218,0.8773,0.309,0.7063,0.6889,1.8039,1.6104,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19596,16,1.5361,1.3303,1.3954,1.8894,0.3583,1.5764,0.1215,1.4926,1.1258,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19597,28,0.8563,1.4174,0.6774,2.5116,0.5788,1.3123,0.2455,0.8671,0.5417,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19598,16,0.9022,1.4061,1.1344,1.8721,0.5012,1.4187,0.5566,0.6563,1.5828,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19599,10,1.356,0.8285,0.7522,1.2916,0.1483,0.5311,0.5153,1.1735,0.7406,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19600,31,1.1694,1.2582,1.6723,1.7761,0.6342,0.6806,0.7768,1.3363,0.3914,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19601,27,0.6363,1.2898,0.6367,1.9263,0.3338,1.4488,0.2568,1.1582,1.4801,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19602,24,1.4648,0.9912,0.1899,2.1156,0.4349,1.0956,0.1567,1.0725,0.9074,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19603,26,1.0907,1.1191,0.4329,0.7585,0.1736,0.8922,0.2242,1.0379,1.552,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19604,34,1.4088,0.813,1.4222,0.7351,0.7147,0.664,0.0018,1.532,0.34,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19605,29,0.9798,0.6265,1.0562,1.4101,0.4901,1.4599,0.7359,0.7179,1.1526,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19606,11,0.9739,1.5382,1.5267,1.0188,0.3439,1.6568,0.6539,1.4529,1.1059,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19607,31,0.3026,1.1796,1.2518,1.7866,0.6112,0.9887,0.2215,0.8106,0.9023,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19608,26,0.5243,0.9725,1.0927,2.0595,0.7881,1.3925,0.5024,0.7356,1.396,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19609,17,1.2499,1.3809,1.8315,2.0319,0.4289,1.5324,0.8997,0.9567,0.9392,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19610,36,0.8636,1.2495,1.4927,1.6889,1.1592,0.6028,0.1387,1.0381,0.5389,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19611,30,0.7825,1.1869,1.5289,1.3582,0.1691,1.2098,0.8687,0.7309,0.0,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19612,36,0.0,0.9433,0.6413,2.4402,1.3832,0.9289,0.5449,1.2086,1.0621,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19613,27,0.6322,1.3281,1.6616,1.8833,0.6795,1.2795,0.7611,0.9902,0.4468,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19614,35,0.9049,0.9692,0.4979,2.0965,0.7376,1.1242,0.0833,0.7683,0.3926,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19615,25,0.8868,1.0956,1.0795,0.9123,0.6219,1.443,0.3913,0.0,0.8363,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19616,24,0.5193,0.936,0.3027,2.6315,0.578,1.0023,0.2722,0.4301,0.4855,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19617,30,0.8627,1.6273,1.1694,2.0413,0.6298,2.0497,0.6759,1.112,0.8057,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19618,14,0.2883,1.0365,2.1163,0.7662,0.0782,1.4797,0.6856,0.8316,1.2183,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19619,34,1.6598,1.1344,0.87,1.5693,0.5744,0.9343,0.1249,0.5669,1.2287,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19620,29,1.5592,0.8461,0.7525,1.9353,0.7588,1.6618,0.2167,0.6217,1.0831,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19621,33,0.8739,1.0954,0.9785,2.0766,0.4793,1.0228,0.6924,1.268,1.2481,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19622,33,1.6533,1.231,0.4294,0.9707,0.5137,0.6345,0.1035,1.7887,1.2113,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19623,26,0.4587,0.7193,0.7416,1.0372,0.2864,1.5711,0.7969,1.1165,0.9306,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19624,11,0.868,0.4606,1.4013,0.5944,0.0926,0.792,0.018,0.753,1.0255,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19625,12,1.3294,1.2662,0.9248,1.9206,0.0534,1.1935,0.1812,0.6098,1.2385,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19626,39,0.7231,0.8045,1.7707,1.1586,0.6982,1.3225,0.4841,0.6632,0.8117,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19627,14,0.2697,0.3553,1.4629,2.4267,0.0369,0.8277,0.0005,0.9042,1.0779,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19628,36,1.1904,0.7652,0.8401,3.0429,0.6893,1.29,0.7561,1.6921,1.6326,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19629,15,1.0507,0.8747,1.0134,0.0,0.0,1.3297,0.8183,0.6703,0.7432,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19630,37,0.4852,1.0231,1.0256,0.0,0.8789,1.3334,0.9529,0.6634,0.5173,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19631,17,1.0176,0.5589,0.7523,1.7297,0.304,1.3591,0.511,1.2863,0.7179,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19632,38,1.0798,1.136,0.5777,2.3458,0.7705,0.9394,0.2802,1.1355,0.5306,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19633,19,0.0358,1.4157,1.1023,0.8378,0.7712,1.3569,0.5028,0.8377,0.2484,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19634,13,0.9924,1.0028,1.1204,1.7773,0.1482,1.924,0.6894,1.126,0.5715,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19635,20,1.0232,1.4809,0.9403,2.4621,0.3334,0.6458,0.1962,1.0566,0.5242,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19636,28,1.2893,1.2045,1.3284,1.6825,0.1844,0.8213,0.2233,0.7993,0.8009,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19637,37,0.7229,0.9975,0.5832,1.2321,0.4329,1.0989,0.7453,1.154,1.1823,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19638,19,0.5709,0.9085,1.0028,1.8604,0.3391,0.6371,0.7944,1.1456,1.3761,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19639,35,0.7136,0.6275,1.9871,1.2176,0.8251,1.1314,0.726,1.1635,1.2595,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19640,36,1.5547,1.2251,0.3469,0.9767,0.2099,1.2367,0.6073,0.8014,0.9172,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19641,33,1.4504,0.9918,0.685,1.1046,0.8075,0.6537,0.8187,0.585,1.1702,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19642,37,0.6218,1.2087,1.3282,1.1515,1.0821,1.4037,0.3542,0.6987,0.4645,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19643,10,1.1191,0.8036,1.0744,1.9763,0.3549,0.8148,0.1107,1.3144,1.0179,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19644,32,0.5277,1.3494,1.0659,1.1728,0.6492,0.9086,0.5144,0.0044,1.0969,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19645,36,0.6469,1.0947,1.0691,2.1686,0.8527,1.7202,0.8609,1.1807,1.6638,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19646,16,1.4696,1.3897,1.0585,1.3303,0.328,1.5734,0.0779,1.5601,0.9439,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19647,28,1.0723,1.1245,1.8256,1.9319,0.3966,1.1657,0.6109,1.3545,1.4294,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19648,13,0.2062,1.175,0.785,0.4737,0.674,0.7209,0.2848,0.7692,1.1782,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19649,27,0.2754,0.8238,0.8909,0.7408,0.4629,1.0649,0.4661,0.9771,1.2149,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19650,35,1.388,0.8673,1.6753,1.6773,0.7299,1.1379,0.1763,0.5298,0.498,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19651,35,0.275,1.2951,0.8154,2.2256,0.8475,0.8425,0.9832,1.0005,1.303,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
