age,gender,region,horoscope,personality1,personality2,personality3,personality4,personality5,personality6,personality7,personality8,game,personality9,personality10
30,male,D,Cancer,1.7191,1.303,0.4114,2.4138,0.3922,0.9168,0.2444,0.0,Diablo,0.405,0.8498
22,male,C,Taurus,0.1053,0.7989,0.6121,1.0657,0.0522,1.6484,0.0309,0.0,Hearthstone,0.5984,1.1274
35,male,B,Sagittarius,1.1299,0.934,1.3494,1.9182,1.7909,1.1293,0.9937,0.0,The Lost Vikings,0.9195,0.83
16,male,E,Aquarius,2.012,0.9714,1.4877,1.7703,0.3871,1.216,0.9493,0.0,Diablo,0.9931,0.6349
15,male,C,Pisces,0.9221,0.8113,1.0076,1.794,0.4266,0.5328,0.3624,0.0,Diablo,1.5622,1.6635
33,female,E,Aquarius,0.7799,0.9859,0.4846,0.5786,0.7315,1.0333,0.218,0.0,The Lost Vikings,1.3201,1.2731
14,female,C,Aries,0.8736,1.4495,1.5035,1.1411,0.0392,0.5819,0.2972,0.0,Starcraft,1.1853,1.0219
16,female,D,Pisces,1.3234,0.6072,1.8969,0.7969,0.2261,1.4292,0.1943,0.0,Heroes of the Storm,0.2792,1.4538
30,female,A,Gemini,1.4198,1.2945,0.8189,1.3326,0.8862,1.3938,0.1852,0.042,Hearthstone,1.677,0.5383
37,male,C,Sagittarius,1.0967,0.8396,1.2685,1.4974,1.1564,1.0996,0.5598,0.0,The Lost Vikings,0.9897,0.9503
16,male,B,Sagittarius,1.3853,0.5462,1.2813,1.5687,0.4697,1.5973,0.1409,0.0,Diablo,0.8852,0.4775
25,male,D,Scorpio,1.2058,0.9922,0.8366,1.6143,0.4481,1.5154,0.607,0.0,Diablo,1.0335,0.4314
24,male,A,Aquarius,0.903,0.9864,0.7374,2.0457,0.5802,0.7026,0.5024,0.0,Diablo,1.2277,0.9145
21,female,E,Libra,1.5714,1.2387,1.9117,1.1664,0.0609,0.4796,0.7922,0.0,Overwatch,0.9944,0.662
13,male,D,Libra,0.7736,1.0182,0.4071,1.2384,0.3539,1.3374,0.436,0.0,Overwatch,1.3102,1.8865
36,female,B,Aquarius,1.1029,1.0395,1.3424,1.7161,1.2684,0.7271,0.0436,0.0,The Lost Vikings,0.1688,0.8827
22,male,B,Libra,0.6775,0.8527,0.5839,1.7522,0.1588,1.1467,0.6338,0.0,Diablo,0.7562,1.4175
38,female,C,Gemini,1.3567,1.0936,1.3144,1.1459,0.0,0.8038,0.7984,0.0,The Lost Vikings,0.9223,1.7481
10,male,D,Capricorn,0.7178,0.9745,0.1467,2.2049,0.2327,0.5394,0.979,0.0,Overwatch,0.7712,0.0657
25,female,E,Cancer,1.3248,0.7994,1.4419,1.0749,0.6651,0.9057,0.9112,0.0,Overwatch,1.6436,1.3489
18,female,E,Pisces,0.4762,1.5124,0.7362,1.4471,0.2921,1.1984,0.8011,0.0,Overwatch,0.9258,0.8727
22,female,E,Aquarius,0.8111,0.9213,1.3698,1.0364,0.8869,2.0688,0.1827,0.0,Overwatch,1.8539,0.6924
36,female,D,Taurus,1.4804,0.9708,1.2404,0.3671,1.5066,0.249,0.7612,0.0,The Lost Vikings,0.8222,1.9366
35,male,D,Scorpio,0.8719,1.2246,1.1915,2.1692,1.0222,0.9689,0.0172,0.0,The Lost Vikings,1.1851,0.9711
19,male,A,Taurus,0.391,1.1942,0.2841,1.443,0.038,0.5148,0.3064,0.0,Overwatch,0.9595,1.0907
24,male,D,Leo,0.7418,1.0183,0.7452,1.6883,0.8169,1.125,0.4236,0.0,Diablo,0.3114,1.2545
32,female,C,Capricorn,0.8082,1.5575,0.3201,0.3991,0.9621,1.0828,0.3306,0.0,Starcraft,1.1476,0.2429
12,male,A,Scorpio,0.9379,1.0895,1.6211,2.1329,0.2212,1.0698,0.9376,0.0,Diablo,0.8242,0.8201
21,female,C,Leo,1.1408,0.5622,0.7719,0.8157,0.7091,1.4328,0.6542,0.0,Hearthstone,0.4384,1.5192
22,female,C,Capricorn,1.4396,1.0878,1.3502,0.5298,0.6916,1.4329,0.3357,0.0,Hearthstone,1.0575,1.3931
34,female,B,Aquarius,0.973,0.498,1.411,1.5526,1.1813,0.9971,0.834,0.0,The Lost Vikings,1.1412,0.9143
32,female,E,Cancer,1.36,0.9806,0.8298,1.4425,0.5438,0.7254,0.3048,0.0,The Lost Vikings,1.1799,1.5465
34,male,B,Leo,1.4957,1.189,0.8264,2.088,0.0141,0.3072,0.589,0.0,Diablo,1.2135,0.807
27,male,E,Libra,0.9383,0.6205,1.228,2.257,0.745,1.2919,0.9533,0.0,Diablo,1.0599,1.3014
23,female,A,Aquarius,1.1228,0.4941,1.0437,1.1439,0.9414,1.0808,0.9089,0.0,Warcraft,0.2964,0.8413
11,male,E,Sagittarius,1.2446,1.0001,0.9646,1.8321,0.0132,1.187,0.3037,0.0,Diablo,1.5309,1.1449
32,female,B,Leo,0.6619,1.3235,1.0171,0.7588,0.649,0.9681,0.2756,0.0,The Lost Vikings,0.965,1.3377
18,female,E,Libra,0.8506,0.9885,1.0089,1.0039,0.2627,1.3019,0.4185,0.0,Overwatch,0.6705,0.8869
21,female,C,Gemini,1.1893,1.0749,1.0981,0.4692,0.7933,0.8706,0.1485,0.0,Starcraft,1.1268,1.0235
35,male,C,Sagittarius,0.7137,0.4459,0.0,2.5501,0.471,1.6233,0.1343,0.0,Warcraft,0.8575,0.848
10,male,B,Libra,0.7954,1.2236,1.0872,2.2775,0.3505,1.2282,0.7788,0.0,Overwatch,1.001,0.9447
15,female,A,Scorpio,0.8927,1.1932,0.5802,1.139,0.1938,0.8508,0.9001,0.0,Overwatch,0.9323,0.7041
39,female,A,Virgo,1.1536,0.8216,0.8648,0.2795,0.4656,1.0335,0.2376,0.0,The Lost Vikings,0.24,0.691
30,male,A,Aquarius,1.3294,0.8522,0.7356,1.1197,0.2764,0.7153,0.9285,0.0,Diablo,0.4782,0.8726
12,female,C,Sagittarius,0.4737,1.5513,0.8007,0.4772,0.1414,0.6138,0.5898,0.0,Starcraft,0.78,1.2855
18,female,B,Sagittarius,1.5733,0.8783,1.3599,1.2234,0.4009,0.8186,0.8333,0.0,Overwatch,0.6118,0.4429
31,male,D,Pisces,1.2185,0.3394,1.0141,1.9471,0.6983,0.9411,0.2622,0.0,The Lost Vikings,0.8043,1.0402
30,female,C,Libra,0.8544,1.3025,0.7562,1.0879,0.9581,0.5876,0.2624,0.0,Starcraft,1.4814,1.2263
33,female,D,Aquarius,0.8853,0.8393,1.4273,0.2855,0.5958,0.6798,0.9283,0.0,The Lost Vikings,0.7174,0.8842
36,female,B,Aries,1.0285,0.7539,0.9267,1.4941,0.0,0.8938,0.131,0.0,The Lost Vikings,1.5682,1.5223
28,female,D,Sagittarius,0.6171,0.9948,1.2959,0.762,1.1499,0.8962,0.4604,0.0,Overwatch,0.522,1.4583
13,female,E,Gemini,0.8332,1.1606,0.6886,0.703,0.1109,0.679,0.0789,0.0,Overwatch,0.5946,1.1571
24,female,C,Libra,0.9918,0.8414,1.4695,1.3553,0.9614,0.8029,0.9224,0.0,Warcraft,0.4443,1.3978
28,male,E,Virgo,0.5313,0.6624,0.9295,1.4992,0.1683,0.7349,0.1605,0.0,Diablo,1.1265,1.5964
27,male,D,Virgo,1.0019,0.7483,0.9986,1.7542,0.0586,0.684,0.2285,0.0,Diablo,1.3896,1.2796
15,female,D,Aquarius,1.17,0.9885,0.8533,0.852,0.0905,0.0,0.3885,0.0,Overwatch,1.284,1.0684
34,male,B,Leo,1.1242,1.0383,1.1606,2.1131,0.187,1.2257,0.9044,0.0,The Lost Vikings,1.0431,1.394
39,female,B,Cancer,0.9466,0.341,1.3052,0.8377,1.8236,0.8359,0.1058,0.0,The Lost Vikings,1.2682,1.2088
14,male,B,Capricorn,0.3796,1.2048,0.3167,2.2342,0.3947,1.303,0.3559,0.0,Overwatch,1.5116,0.2796
16,female,B,Aquarius,0.5174,1.2008,1.3585,1.2776,0.0585,0.5692,0.4215,0.0,Overwatch,0.7111,1.0794
14,male,D,Aries,1.4868,1.2118,1.0675,2.0326,0.3067,0.4409,0.5338,0.0,Diablo,0.9181,0.5822
11,male,C,Taurus,1.4835,1.4385,1.081,2.2818,0.1696,1.0317,0.3957,0.0,Diablo,1.1323,1.159
39,male,D,Leo,1.7954,0.3496,0.5165,1.8831,1.0769,0.5213,0.8959,0.0,Warcraft,1.0746,1.6097
30,female,D,Cancer,1.2826,0.8609,1.2891,1.5356,0.0429,1.3758,0.0164,0.0,Hearthstone,0.4739,0.7919
16,female,C,Pisces,0.6732,1.284,1.5129,1.1334,0.574,0.9825,0.0376,0.0,Starcraft,1.2718,1.1226
34,male,E,Cancer,0.253,1.1375,1.2038,1.4065,0.703,1.1363,0.6909,0.0,Diablo,1.6012,0.5876
37,female,A,Cancer,1.6037,1.7746,1.2587,0.827,0.9814,0.7023,0.2476,0.0,The Lost Vikings,0.782,1.0702
38,female,A,Libra,0.2869,0.7512,1.5935,1.169,0.6795,1.4963,0.1975,0.0,The Lost Vikings,0.7683,0.8929
30,male,E,Aries,1.5523,1.069,0.2814,1.4344,1.0112,1.0465,0.6645,0.0,Diablo,0.8583,1.5131
26,male,C,Libra,1.1007,0.8304,0.4504,1.8777,0.9475,1.205,0.893,0.0,Warcraft,1.1495,0.806
22,female,A,Virgo,0.3355,1.3557,0.6634,0.138,0.4479,0.7942,0.5003,0.0,Overwatch,1.2544,0.6511
21,male,D,Pisces,0.4666,1.3392,1.1714,2.3051,0.2903,1.1459,0.0134,0.0,Diablo,0.4191,1.0468
35,female,A,Aries,1.1348,0.9847,1.4056,1.0722,0.5146,1.3424,0.9426,0.0,The Lost Vikings,0.8817,1.4052
27,female,A,Aries,0.6704,1.1215,0.821,1.0576,0.5625,0.762,0.6359,0.0,Overwatch,1.4775,1.7532
22,male,C,Libra,1.8971,1.5167,1.2943,1.8721,0.1918,1.0077,0.8209,0.0,Diablo,1.0292,0.3823
36,female,A,Capricorn,1.1065,1.2737,0.8064,0.7533,0.1411,0.3806,0.4523,0.0,The Lost Vikings,0.3866,0.9326
24,male,E,Virgo,0.7048,1.2028,0.3804,1.6177,0.5487,0.7446,0.8576,0.0,Diablo,1.1936,0.74
11,female,B,Leo,0.2839,0.6638,0.963,0.7618,0.1504,1.8572,0.8741,0.0,Overwatch,1.0136,1.0886
23,male,B,Gemini,1.1875,1.1187,0.7458,1.6781,0.6025,1.5486,0.5941,0.0,Diablo,0.8926,0.8031
16,female,E,Taurus,0.5723,2.0584,1.5914,1.2223,0.2569,1.0301,0.4083,0.0,Starcraft,1.3192,0.4184
17,female,D,Pisces,1.0748,1.1117,1.5337,1.7495,0.2614,1.0413,0.8494,0.0,Overwatch,0.7017,0.3926
11,female,D,Scorpio,0.9301,0.8825,0.5859,0.7491,0.3204,0.5957,0.3833,0.0,Overwatch,0.9305,0.9803
19,female,A,Leo,0.599,1.3897,1.0926,0.0683,0.5029,0.4384,0.8157,0.0,Overwatch,1.3263,1.4787
19,female,E,Capricorn,0.6229,1.3809,1.2492,0.0,0.5469,0.3894,0.6257,0.0694,Overwatch,1.8969,1.327
35,male,B,Pisces,0.4921,0.9625,1.1908,2.514,0.3769,1.0737,0.504,0.0,The Lost Vikings,1.0045,1.0124
19,female,C,Aquarius,1.0622,1.024,1.1685,0.7902,0.0584,1.1812,0.3266,0.0,Hearthstone,0.5694,1.6061
11,male,C,Leo,1.7051,0.7952,0.9716,1.6282,0.2599,0.9176,0.6555,0.0,Diablo,0.9716,1.1246
37,male,A,Aquarius,1.8065,1.2129,1.2108,2.7319,0.6403,0.7484,0.5531,0.0,The Lost Vikings,0.9352,0.4716
18,female,A,Scorpio,1.7901,1.5365,1.2623,1.2171,0.5681,1.2751,0.5554,0.0,Starcraft,1.6198,1.4408
23,male,A,Cancer,0.9508,0.9557,0.9248,1.5668,0.6566,1.4121,0.0585,0.0,Diablo,1.0218,0.7037
37,male,A,Scorpio,0.2458,0.336,1.2192,1.7893,0.6928,0.7751,0.2672,0.0,The Lost Vikings,1.0161,0.3257
25,female,A,Scorpio,1.5407,0.9128,1.5748,1.0642,0.0,0.974,0.9054,0.0,Overwatch,0.8845,1.2052
37,female,E,Capricorn,1.6034,0.6051,0.9623,0.4915,0.9622,1.2587,0.1363,0.0,The Lost Vikings,0.8211,0.4671
34,male,A,Leo,0.89,0.7492,0.8408,2.2683,0.0,1.5284,0.0028,0.0,The Lost Vikings,0.9453,1.1191
10,female,B,Aries,0.636,1.1017,1.2861,1.257,0.0,0.8352,0.8053,0.0,Overwatch,1.4769,0.7716
31,male,E,Libra,1.6424,1.0196,0.5913,2.433,0.4315,1.1765,0.3425,0.0,Diablo,1.3173,1.1571
18,male,A,Gemini,1.1073,0.9468,0.8795,2.3542,0.4189,1.3248,0.9883,0.0,Diablo,0.7492,1.2103
37,female,D,Scorpio,1.0364,1.3881,0.7228,1.8909,0.9084,0.0925,0.1922,0.0,The Lost Vikings,1.2232,1.1121
19,female,E,Aries,1.1593,1.071,0.3508,1.465,0.3124,1.4318,0.2031,0.0,Overwatch,1.1638,0.9473
28,male,A,Cancer,0.3178,1.1096,0.9894,2.4817,0.1608,0.9589,0.2858,0.0,Diablo,0.6455,1.0139
21,male,A,Capricorn,1.5364,0.8552,0.8256,2.4179,0.5534,1.2819,0.3286,0.0,Diablo,0.9768,1.2487
16,male,B,Cancer,1.3856,1.1207,1.508,1.6373,0.6674,1.475,0.3451,0.0,Diablo,0.9611,1.8735
15,female,E,Taurus,1.4724,1.1473,1.3776,1.2071,0.582,1.4948,0.9393,0.0,Overwatch,0.9387,1.2234
39,male,E,Pisces,1.3385,1.4579,0.4089,1.8288,0.8776,1.2988,0.4623,0.0,Diablo,1.154,0.4432
34,female,D,Leo,0.8589,1.0388,0.794,1.505,0.0,0.7475,0.5661,0.0,The Lost Vikings,0.3267,1.6858
24,female,C,Cancer,0.9238,0.829,1.0673,1.2642,0.558,1.3601,0.9296,0.0,Hearthstone,0.767,0.7263
35,female,A,Sagittarius,0.3467,1.2015,1.4065,1.4688,1.0008,1.0054,0.0034,0.0,The Lost Vikings,0.6237,1.0106
17,female,C,Aries,0.8206,1.386,1.1132,1.0318,0.5925,1.0951,0.3897,0.0,Starcraft,1.0375,1.1324
19,male,C,Leo,1.188,1.5872,0.4814,1.8203,0.7214,0.8903,0.8409,0.0,Starcraft,1.5865,0.7994
29,male,D,Libra,0.8723,1.4397,1.0861,2.33,0.7888,1.3268,0.661,0.0,Diablo,1.1466,1.0136
22,male,D,Cancer,1.596,1.3745,0.9006,1.965,0.0256,1.3061,0.2466,0.0,Diablo,0.6392,0.9267
30,male,A,Aries,1.0996,0.7974,0.9136,2.4533,0.3102,0.6667,0.4661,0.0,Diablo,1.0446,0.5442
10,male,E,Pisces,1.1494,0.9454,0.8562,1.5556,0.152,0.9825,0.6392,0.0,Diablo,0.9815,0.7584
32,female,D,Taurus,1.4357,1.136,0.3458,0.3566,0.8625,0.9606,0.746,0.0,The Lost Vikings,0.8937,0.7683
34,male,C,Aries,0.4684,0.8017,0.3286,2.206,0.6982,2.006,0.8855,0.0,Warcraft,1.2987,1.6893
15,female,B,Scorpio,1.4208,0.8311,0.3091,1.0221,0.5479,0.0832,0.8645,0.0,Overwatch,1.7978,0.761
22,female,D,Libra,1.2605,1.1072,1.3941,1.0626,0.1065,1.0511,0.6843,0.0,Starcraft,0.3996,1.8523
36,male,E,Sagittarius,1.1845,0.7621,1.7139,2.4412,0.9413,0.8776,0.946,0.0,The Lost Vikings,1.3001,1.3342
17,female,A,Capricorn,0.7176,1.1344,0.6734,0.8602,0.3408,0.9792,0.5648,0.0,Overwatch,1.0268,0.9288
13,male,C,Libra,1.2625,1.0418,1.021,2.2262,0.4641,0.7835,0.7082,0.0,Diablo,1.2324,1.6562
23,female,C,Scorpio,0.9885,0.9784,0.8454,0.788,0.0,0.0,0.1707,0.0,Starcraft,1.3405,0.6401
23,female,B,Cancer,0.2453,0.5659,1.8102,1.2802,0.3348,1.2106,0.3385,0.0,Overwatch,1.398,0.3425
28,female,A,Capricorn,0.9693,0.8034,0.6094,0.4271,0.9061,0.5629,0.1296,0.0,Overwatch,1.2654,1.0386
27,male,A,Virgo,0.9221,1.1906,0.7352,1.7255,0.008,1.1694,0.1947,0.0,Diablo,0.6695,1.3296
37,female,B,Taurus,0.9576,0.8259,1.2069,0.6058,0.2772,1.0818,0.7079,0.0,The Lost Vikings,0.6016,1.5993
10,female,A,Leo,0.5762,1.1332,1.0112,0.8831,0.2048,0.2381,0.8274,0.0,Overwatch,1.8742,0.9447
38,male,D,Libra,0.1606,0.8647,0.6522,2.1861,0.3413,1.0716,0.4225,0.0,The Lost Vikings,0.7571,0.1718
32,female,C,Taurus,1.1985,1.0416,1.1042,1.7037,1.7868,0.5766,0.2123,0.0,The Lost Vikings,0.9192,1.1447
18,male,C,Sagittarius,0.4578,0.7183,0.5499,1.5057,0.37,1.4818,0.4725,0.0,Overwatch,1.0779,1.0556
12,female,D,Leo,0.8718,1.4565,1.4411,1.1512,0.5567,0.8236,0.1708,0.0,Starcraft,1.4774,0.8611
22,male,E,Libra,0.9321,1.165,0.8539,2.4138,0.2313,1.1045,0.114,0.0,Diablo,0.6256,1.2608
29,female,A,Virgo,1.0137,0.9905,1.8258,0.6317,0.0,0.6887,0.4151,0.0,Heroes of the Storm,1.5329,1.5187
35,male,B,Aries,0.9138,0.8284,1.0987,1.8162,0.5466,1.1237,0.9373,0.0,Diablo,0.9236,1.1264
26,male,A,Libra,1.0824,0.7194,0.642,2.3078,0.6383,1.1402,0.4857,0.0,Warcraft,1.181,1.2413
32,male,B,Scorpio,1.0647,0.7889,0.8159,1.7595,0.9424,0.7804,0.1114,0.0,Diablo,0.6875,1.5277
21,female,D,Taurus,0.3079,1.1792,0.9355,1.6297,0.3269,1.2347,0.5896,0.0,Overwatch,1.2787,1.4742
28,male,B,Cancer,1.6357,1.2036,1.0209,1.4331,0.3,1.2233,0.2513,0.0,Diablo,0.9815,1.0175
24,male,A,Aries,0.8444,0.5968,0.5919,1.5411,0.3929,0.6882,0.3274,0.0,Diablo,1.0913,0.639
36,female,B,Leo,1.3893,1.1041,0.0,0.6633,0.25,0.249,0.1509,0.0,The Lost Vikings,1.1667,0.4005
20,male,C,Aries,1.5692,1.0768,1.3063,1.9963,0.8034,1.3654,0.3365,0.0,Diablo,1.1988,1.2268
31,female,B,Gemini,0.8605,0.5874,1.678,1.2633,0.6698,0.8552,0.1459,0.0,The Lost Vikings,1.3493,0.8184
32,male,C,Scorpio,1.0345,1.2076,0.917,1.3416,1.9952,1.2669,0.7334,0.0,The Lost Vikings,1.1447,0.8108
23,male,D,Pisces,0.6277,0.9674,1.23,1.898,0.3917,0.7052,0.0877,0.0,Diablo,0.9201,0.7417
18,male,D,Gemini,1.3116,1.1791,0.5762,1.9933,0.2887,1.2338,0.163,0.0,Diablo,1.4048,1.0567
35,male,A,Aries,1.4806,1.1866,1.5874,2.7306,0.8645,0.8059,0.357,0.0,The Lost Vikings,1.034,1.2908
11,male,C,Capricorn,1.2253,0.9285,1.3582,2.3813,0.1124,0.7334,0.8899,0.0,Diablo,0.7031,1.3717
29,male,B,Capricorn,0.9701,1.0881,1.8154,1.7393,0.7727,1.4825,0.7827,0.0,Diablo,0.9727,1.3116
27,male,B,Sagittarius,1.396,1.0789,0.7215,1.8193,0.9591,1.3779,0.0685,0.0,Diablo,1.0976,1.5543
22,female,E,Aquarius,0.3658,1.443,1.1519,1.1328,0.3258,1.0383,0.5044,0.0,Overwatch,1.8165,0.6698
21,male,D,Scorpio,0.7871,0.9917,1.1378,2.7883,0.3674,0.9175,0.7951,0.0,Warcraft,0.2655,1.3501
12,male,B,Aries,1.4246,1.6349,1.1954,1.8559,0.3796,1.1685,0.1379,0.0,Diablo,0.9406,0.9628
25,male,A,Libra,0.6669,1.0451,1.0326,2.782,0.4086,0.9622,0.8947,0.0,Diablo,1.3156,1.2348
20,female,D,Taurus,1.1053,0.8237,0.7131,1.7519,0.3692,0.6738,0.6937,0.0,Warcraft,0.4314,1.0236
39,female,C,Aries,0.3556,1.2364,1.1189,1.4709,0.3333,1.2944,0.0856,0.0,The Lost Vikings,0.974,0.59
29,female,C,Aries,0.488,0.7268,0.2066,1.405,0.8108,0.665,0.4674,0.0,Warcraft,1.2953,0.7816
29,male,C,Virgo,1.4762,0.4695,0.7163,3.1887,1.3109,0.8128,0.8744,0.0,Warcraft,0.6148,1.3802
13,male,E,Scorpio,1.0776,0.7228,1.3148,2.3486,0.3041,0.9288,0.2445,0.0,Diablo,0.8811,1.5659
36,female,B,Leo,1.3927,0.9734,0.9721,0.6937,0.9365,0.1574,0.5363,0.0,The Lost Vikings,1.1002,1.0342
10,male,C,Gemini,0.2584,1.2898,1.0716,0.9941,0.1607,1.4567,0.2933,0.0,Overwatch,0.5414,0.8143
21,male,D,Libra,0.5661,0.5108,1.3173,2.0745,0.1662,0.5967,0.1189,0.0,Diablo,0.9763,0.3425
19,female,D,Scorpio,1.4562,0.7819,0.8675,1.3872,0.3875,1.6044,0.206,0.0,Hearthstone,1.608,1.2654
34,female,B,Capricorn,0.4059,1.0244,0.8873,1.1565,0.4954,0.8264,0.8648,0.0,The Lost Vikings,1.3312,1.0055
32,male,E,Virgo,1.3998,0.0752,1.553,2.5656,0.5708,1.5153,0.4916,0.0,Diablo,0.9366,1.0558
39,male,D,Scorpio,0.4521,1.2987,1.0187,1.8026,0.0,1.4547,0.848,0.0,The Lost Vikings,0.7712,1.2632
36,male,B,Scorpio,1.0824,1.195,1.0978,1.8529,0.4517,1.3809,0.7057,0.0,The Lost Vikings,1.0486,1.1951
12,male,D,Capricorn,0.0,1.2485,0.6851,2.1429,0.4668,0.7002,0.7289,0.0,Overwatch,1.1758,0.661
24,female,D,Cancer,0.5664,1.1441,0.6351,0.7741,0.8964,0.0,0.1299,0.0,Starcraft,0.8956,0.9927
17,male,C,Libra,0.8906,0.8353,0.8404,1.8533,0.5218,0.5981,0.9305,0.0,Diablo,0.3081,0.6357
36,female,A,Aquarius,1.1712,0.5596,1.0589,0.1776,0.7674,0.691,0.2066,0.0,The Lost Vikings,0.7833,0.8239
17,female,C,Taurus,1.6702,1.1659,1.2463,0.7026,0.2406,1.0381,0.1207,0.0,Starcraft,0.4902,1.2295
10,male,E,Aquarius,0.6292,1.3111,1.1896,2.9277,0.3312,1.5329,0.3117,0.0,Overwatch,1.4774,0.6891
39,female,A,Aquarius,1.3556,0.9112,0.3575,0.9752,0.1427,1.049,0.0616,0.0,The Lost Vikings,0.4804,1.0314
32,male,A,Libra,1.0606,1.1872,0.5837,2.278,1.2103,0.7854,0.193,0.0,Warcraft,0.2837,1.5148
29,female,B,Sagittarius,1.485,1.4033,1.2186,0.7809,0.7815,0.8158,0.4048,0.0,Starcraft,1.9302,1.7944
32,male,C,Pisces,2.2733,0.6101,0.871,2.0735,0.0,0.883,0.5025,0.0,The Lost Vikings,0.9883,0.83
22,male,D,Aries,1.5808,0.9643,0.4997,2.1731,0.6419,0.9297,0.7303,0.0,Diablo,1.6641,0.8365
26,female,D,Libra,1.2788,1.3463,0.9065,0.9745,0.7625,0.8221,0.3941,0.0,Starcraft,0.3737,0.9609
36,female,A,Virgo,0.8372,0.9063,1.1089,0.8755,0.5319,1.1282,0.6249,0.0,The Lost Vikings,0.4789,0.5011
22,female,D,Sagittarius,0.6073,1.173,0.9846,1.4957,0.5978,0.2366,0.4225,0.0,Overwatch,0.8456,0.713
27,male,C,Scorpio,0.9319,0.7681,2.1357,2.5066,0.326,0.946,0.5756,0.0,Diablo,0.882,1.0147
31,male,B,Gemini,0.7575,1.3224,0.5164,2.0087,1.0246,0.5288,0.8433,0.0,Diablo,0.9776,1.4786
39,female,B,Taurus,0.6492,1.0293,0.7544,0.8027,0.0,1.1585,0.8406,0.0,The Lost Vikings,1.3894,1.3223
25,female,D,Taurus,1.2464,0.9663,0.9726,1.0537,0.8228,1.5133,0.8692,0.0,Hearthstone,1.3175,1.0803
37,female,E,Cancer,0.654,1.2476,1.1395,0.2002,0.1832,0.5532,0.8204,0.0,The Lost Vikings,1.4751,0.8201
38,female,D,Pisces,0.7303,1.028,1.1551,1.0296,1.517,1.1086,0.3326,0.0,The Lost Vikings,1.5421,1.2922
22,female,E,Capricorn,0.1909,0.8261,1.3408,1.3972,0.4875,0.9347,0.1748,0.0,Overwatch,0.6628,0.5735
21,male,C,Leo,0.5517,1.2148,1.3924,1.889,0.7823,1.1485,0.418,0.0,Diablo,1.4514,0.0
28,female,B,Cancer,1.2208,0.6769,1.1085,0.5473,0.5178,0.6932,0.6371,0.0,Overwatch,0.4822,1.4313
16,male,E,Leo,0.861,0.8417,0.813,2.0174,0.3867,1.1151,0.5833,0.0,Diablo,1.3305,1.2408
16,female,E,Aquarius,0.365,0.677,1.3712,0.7964,0.5267,1.5755,0.6797,0.0,Overwatch,0.9078,1.0772
39,female,A,Pisces,0.0,1.5116,0.2944,1.4011,0.5573,1.0883,0.1669,0.0,Starcraft,0.8277,0.6882
30,male,A,Virgo,0.0,1.0197,0.1743,2.334,0.1964,1.2891,0.8489,0.0,Diablo,1.0376,0.0
21,female,C,Taurus,1.4396,1.3302,0.9235,0.8713,0.461,1.0305,0.1624,0.0,Starcraft,0.6494,1.1296
11,male,D,Aries,0.9025,0.672,0.9542,2.9225,0.3508,0.7176,0.1266,0.0,Warcraft,1.2393,0.2222
23,female,E,Gemini,1.2731,1.17,1.9355,1.1894,0.4941,1.1946,0.2462,0.0,Overwatch,0.7445,0.208
13,male,C,Capricorn,0.6679,1.234,0.7378,2.2658,0.0653,1.5353,0.389,0.0,Hearthstone,0.9823,0.856
32,male,D,Leo,0.9984,0.651,0.736,2.1097,0.0885,0.8334,0.2769,0.0,The Lost Vikings,0.9617,0.8009
16,female,A,Aquarius,1.0224,1.0304,0.5411,0.5812,0.5778,1.0748,0.9413,0.0,Overwatch,1.1295,1.4089
10,female,E,Aries,1.2972,1.1455,0.7897,1.15,0.1713,1.0948,0.8536,0.0,Overwatch,1.8057,0.9266
13,female,A,Libra,0.859,0.594,1.224,1.0427,0.0362,0.6355,0.5003,0.0,Overwatch,0.8778,0.1757
33,male,D,Libra,0.8377,1.1411,1.7375,1.7941,0.66,1.1916,0.5296,0.0,The Lost Vikings,1.0687,0.6019
30,male,A,Leo,0.8572,0.8479,0.9685,2.2552,0.5674,1.2635,0.2838,0.0,Diablo,1.4424,0.4522
25,female,E,Aquarius,0.8996,1.0404,1.0403,1.5785,0.0,0.9052,0.2716,0.0,Overwatch,1.0763,1.3434
38,female,D,Aries,0.8236,0.9776,1.347,0.1601,0.4944,0.4291,0.452,0.0,The Lost Vikings,0.5789,0.9208
20,male,C,Leo,0.6046,1.1823,1.0064,1.6196,0.5375,0.642,0.4015,0.0,Diablo,0.6854,0.9718
33,male,A,Taurus,1.5975,1.452,0.5831,1.9761,0.5278,0.7948,0.1353,0.0,Diablo,1.3964,0.4509
25,male,D,Sagittarius,0.6188,0.6512,0.949,2.3927,0.7037,0.8296,0.8549,0.0,Warcraft,0.385,1.1549
19,female,C,Sagittarius,0.8128,1.1208,1.0263,1.3287,0.5628,0.4499,0.36,0.0,Starcraft,0.0,0.9494
28,female,A,Sagittarius,0.8507,0.8252,1.2142,1.0642,0.4339,0.6562,0.7405,0.0,Overwatch,1.3789,1.5641
23,female,E,Gemini,0.0777,1.2041,1.1746,0.8919,0.5007,0.6151,0.7792,0.0,Overwatch,1.5733,1.3843
26,male,B,Virgo,1.5101,0.8983,0.5802,1.873,0.9835,1.1375,0.3757,0.0801,Diablo,0.8117,1.1749
22,female,A,Aries,1.7289,0.6963,1.1952,1.977,0.5911,1.8026,0.931,0.0,Hearthstone,1.4218,0.5972
